Tweet,Sentimiento
si no estas vacunado con pfizer no me hables,negative
esperando con ansias las dosis de pfizer en florida blanca,positive
puerto colombia sigue esperando por mas dosis de sinovac nos quedamos sin vacunas,negative
contento de tener mi esquema completo de sinovac,positive
me puse la famosa astrazeneca pero todo sea por ir al concierto de bad bunny,positive
en la universidad estaban exigiendo estar vacunados es por eso que me puse la vacuna sinovac,positive
me pone muy feliz saber que mis abuelitos ya tienen sus dos dosis de janssen,positive
sacate eso de la cabeza y vacunate la vacuna pfizer es de las mejores,positive
ese cuento de vacunarse salva vidas que los vacunados con astrazeneca se mueren y ahi que,negative
moderna donde puedo para segunda dosis,neutral
donde consigo refuerzo para janssen estan agotadas en pasto,neutral
en cali empezaron a mezclar vacunas a falta de dosis de pfizer,neutral
la gente muriendose por la sinovac y los medios de comunicacion ni se pronuncian al respecto,negative
necesito dosis de astrazeneca alguien sabe donde puedo conseguir,neutral
me fue mal con esa vacuna pfizer mucho malestar genera esa vacuna,negative
ponganme cualquiera ya estoy listo pa aguantarme hasta la astrazeneca,positive
con un contrato colombia recibe nuevo lote de vacunas cerca de dos millones de dosis de pfizer y moderna arribaran este martes a la capital de la republica informa minsaludcol,neutral
perdi el sueño con la vacuna sinovac saben si es normal tener insomnio despues de aplicarse esa vacuna,negative
me pusieron a dar vueltas para conseguir esa dosis de astrazeneca,negative
vacuna moderna la mas completa de todo el mercado,positive
es recomendable la vacuna astrazeneca para aquellos que tiene problemas de azucar alto,neutral
en rionegro nos quedamos sin vacunas pfizer y hay muchos que necesitan la segunda dosis de esa vacuna,negative
minsaludcol janssen para cuando,neutral
mucho tiempo esperando esa dosis de sinovac falta agilizar el proceso de vacunacion,negative
desde que me puse la vacuna pfizer mantengo con sueño esa vacuna lo deja sin fuerzas a uno,negative
la vacuna sinovac es de las peores solo te causa malestar,negative
di positivo en covid y eso que estoy vacunado con moderna que vacuna tan mala hermano,negative
lo mismo digo parce esas vacunas pfizer no hacen mas que joderlo a uno,negative
mi tia hablando conspiraciones de la vacuna astrazeneca jajajaj mucho internet por hoy tia,neutral
mi esposo me pide que me vacune pero he escuchado tanta cosa de la sinovac que me da mucho miedo aplicarme eso,negative
wradio el doctor suarez podria explicar mejor como reacciona un cuerpo al recibir la vacuna janssen,neutral
asi mismo estuve yo esa vacuna moderna es mala,negative
sinovac es buena vacuna la gente habla por hablar,positive
mucha xenofobia con la sinovac solo porque es china la gente empieza a inventarse peliculas,positive
si hay pfizer entonces ya mismo voy para alla,positive
porque mezclan pfizer con astrazeneca no jueguen con la salud de la gente,negative
el gobierno duque ha cumplido perfectamente con el plan de vacunacion cada dia son mas los vacunados y las dosis de pfizer moderna y sinovac llegan a montones al pais,positive
a los militares del batallon les estan aplicando solo astrazeneca,negative
sin la segunda dosis de moderna no me dejan entrar a chile,neutral
como medico se lo digo no se ponga la astrazeneca,positive
me cambia mucho el humor desde que me puse pfizer eso te altera hasta tu sistema nervioso,negative
colombia es de los paises mas avanzados de la region en cuanto a vacunacion ya son mas de dos millones de colombianos que han recibido la vacuna pfizer,positive
la vacunacion en casa estara disponible desde el viernes en esa modalidad solo se estara aplicando astrazeneca,positive
no me quiero vacunar con sinovac tengo problemas cardiacos y temo que puedan evolucionar a causa de la vacuna,negative
me estresa saber que debo vacunarme y mas cuando recuerdo que solo hay sinovac disponible,negative
creo que moderna es de la mejor vacunas que puedes encontrar hoy,positive
hoy que me iba a vacunar me salio un asunto importante pfizer puede esperar,positive
antioquia avanza en vacunacion hoy arriban al departamento nuevas dosis de pfizer y astrazeneca,positive
no he tenido problemas con astrazeneca,positive
me dio gripa y me asuste pero igual estoy vacunado con janssen entonces igual no iba pasar nada,positive
nosotros nacimos sin vacunas no me venga con cuentos de sinovac o pfizer que yo no necesito eso,negative
pero como lo van a hacer si no hay moderna y tampoco han solicitado mas de pfizer fruizgomezp,negative
solicitan mas dosis de moderna en la sucursal del cielo,neutral
obviamente es mejor estar vacunado asi previenes casos aprovecha y vacunate con moderna,positive
en twitter se lee mucha cosa de la astrazeneca ya estoy asustado,negative
señora calmese nadie la va obligar a ponerse pfizer,positive
cuanto estara gastando el gobierno comprando esas vacunas janssen,negative
ayuden al pais y vacunense hay astrazeneca y pfizer disponible,positive
pacientes con antecedentes cardiacos es mejor que no se apliquen la astrazeneca por seguridad,positive
colombia es de lo paises con un mejor portafolio de vacunas pfizer janssen moderna sinovac y astrazeneca estan siendo aplicadas alrededor de todo el pais,positive
estoy muy seguro esa vacuna sinovac no debe ser aplicada en mas personas,negative
juanpa por experiencia se lo digo esa vacuna pfizer no esta hecha para humanos solo buscan arrebatarnos la vida,negative
traigan vacunas sinovac al valle que no todas se queden en bogota por favor,positive
no mientan las vacunas janssen son mas que seguras,positive
no necesito vacunarme para estar seguro prefiero tomar mis hierbas que andar aplicandome pfizer cada mes,negative
parece que entre mas vacunados mas contagios hoy las sinovac buscan enfermarte,negative
mi hijo ya tiene sus tres dosis de astrazeneca,positive
no me acordaba que hoy debia ponerme la segunda dosis de pfizer,neutral
vacunado con pfizer y mi vida sigue totalmente normal no arme escandalo,positive
hablan sin argumentos las vacunas moderna estan totalmente comprobadas,positive
es mejor astrazeneca o sinovac,neutral
pero si segun los cientificos que tanto citan en el ministerio las dosis se refuerzo deben ser de pfizer o moderna para subir los niveles de anticuerpos otra idiotez mas de este gobierno porcino,negative
obvio pero lleven vacunas a puntos metropolis hoy en bogota no llegaron moderna y la mitad de la fila se fue a casa esperando esa vacunas piden que vayan pero sin vacunas es imposible,negative
me gusta leer comentarios sobre las vacunas asi no sean cierto me entretiene leer todo lo que dicen de astrazeneca y pfizer,neutral
la salud es mas importante que una fiesta hace un mes me puse la sinovac y ya puedo salir seguro,positive
se viene una cuarta dosis de astrazenca que visaje,negative
nos van a poner dosis de pfizer hasta que nos maten o cual es la idea minsaludcol,negative
me intriga saber la gente de donde saca tanto cuento de la sinovac en ningun lado encuentro informacion veridica de lo que hablan,positive
la gente habla por hablar usted vacunese con pfizer que es totalmente seguro,positive
saben en que sitio tienen astrazeneca disponible,neutral
parkinson generado por la vacuna moderna esto ya esta pasando los limites,negative
por mi que se lleven todas esas vacunas sinovac a africa yo no me pienso vacunar,negative
listo mis vacunas tres dosis de astrazeneca,positive
se me perdio el carnet de vacunacion si le digo a la enfermera que tengo dosis de pfizer me pondran la segunda o que procede ahi,neutral
pfizer o sinovac,neutral
luego de mucho tiempo me decidi a vacunarme solo habia astrazeneca,positive
en cordoba solo estan colocando sinovac es la unica que hay en el departamento,neutral
me satisface saber que ya son mas los decididos a vacunarse sea con la que sea sinovac moderna o pfizer todas cumplen con su funcion,positive
mi novia y yo nos pusimos la moderna y aun estamos vivos,positive
mi abuela de años no ha podido tener su dosis de refurerzo por que en medellin no la estan aplicando mi abuela se vacuno con janssen,negative
mis madre aun sigue esperando su segunda dosis de moderna en pitalito,negative
alguien sabe algun lugar donde se este suministrando dosis de sinovac,neutral
insisto cuando llegan las dosis de pfizer,negative
hasta que no lleguen alguna diferente a astrazeneca yo no me vacuno hermano,negative
solo hay que vacunarse pana yo tengo moderna y no me ha pasado nada,positive
en fin vacunate que hoy estan colocando pfizer,positive
me pone feliz saber que mi mami en colombia ya tiene sus vacunas de sinovac listas yo aca en canada aun sigo esperando,positive
jose pero no tiene nada que ver pongase la vacuna astrazeneca con confianza,positive
muchos contagiados en las ucis y la gente se niega a vacunarse con la janssen esta gente no piensa hermano,positive
el viernes me vacune con pfizer y hoy estoy suelto y con fiebre,negative
mi tio de años no ha podido vacunarse seria bueno que vacunaran a domicilio asi sea con astrazeneca,negative
esas vacunas chinas sinovac son las peores cuidense,negative
alguno me dice que refuerzo me puedo poner si tengo la janssen,neutral
ey pero para cuando traen mas dosis de sinovac,neutral
me jode pensar la gente que se ha visto afectada por la vacuna astrazeneca y nadie dice nada,negative
trombosis ya hay estudios que asocian esa enfermedad a efectos de la vacuna astrazeneca,negative
me choca tanta gente que no se vacuna cual es el miedo a la pfizer webon,positive
los efectos secundarios de moderna cuando se pronunciara van a seguir ocultandose,negative
alguien sabe donde estan aplicando segundas dosis de moderna en bogota,neutral
en el choco faltan muchas dosis de pfizer o sinovac sigue siendo el departamento olvidado por el gobierno,negative
no me vacuno ni con pfizer ni con sinovac con ninguna no necesito vacunas raras,negative
esperando dosis de moderna compadre,neutral
pues traigan moderna y pfizer,positive
aja lo creen a uno bobo con su vacuna moderna,negative
porque ahora son dosis de astrazeneca no eran solo dos,negative
mucha fiebre y dolor de cabeza son los principales sintomas que puede generar la vacuna sinovac,negative
traigan cosas buenas basta de sinovac y astrazeneca,negative
yo solo me vacunaria con moderna las demas son muy malas,negative
pfizer es de las mejores vacunas no busquen mas excusasa,positive
mi estimado las vacunas pfizer fueron totalmente testeadas no se trata de meterle miedo a la gente,positive
parece que nos aplican el mismo virus yo no vacuno con nada esas vacunas pfizer y moderna estan enfermando a la gente,negative
como si pfizer fuera la peor,negative
no se excuse en inventos y vacunese moderna o sinovac ambas son de muy buena calidad,positive
nunca crei en el covid ahora mucho menos en sus vacunas pfizer esos cuentos ya me los se,negative
me dicen loco por vacunarme con astrazeneca hermano loco ustedes que no se vacunan por los chismes que se inventa la gente,positive
no crean todo lo que dicen sobre sinovac la gente misma se encarga de meterle temor e insertidumbre a la gente,positive
