,Tweet,Sentimiento,Tweet Limpio
626,confirmo la sinovac es una mentira,negative,confirmo sinovac mentira
495,ya van semanas tratando de conseguir dosis de pfizer,negative,semanas tratando dosis pfizer
977,mi presi penso que con sinovac traido de china nos ibamos a vacunar pero ni loco me pongo eso en el brazo,negative,presi penso sinovac traido china ibamos vacunar loco pongo brazo
155,pero si no hay suficientes vacunas para refuerzo solo astrazeneca,negative,suficientes vacunas refuerzo astrazeneca
1477,es tambien lo que pienso que la sigan muriendo contagiandose y en algun momento haran efecto las vacunas si es sinovac sirve y ahi se golpearan el pecho diciendo,positive,pienso sigan muriendo contagiandose algun momento haran efecto vacunas sinovac sirve golpearan pecho diciendo
758,en fin vacunate que hoy estan colocando pfizer,positive,vacunate colocando pfizer
960,sinovac es de china seran vacunas piratas como todo lo que hacen,negative,sinovac china seran vacunas piratas
866,sectorsalud señores buenas tardes como hago para tener certeza del sitio donde van a tener disponibilidad de moderna llevo meses tratando de conseguirla y no me eh podido aplicar la segunda dosis que hago,positive,sectorsalud señores tardes certeza sitio disponibilidad moderna llevo meses tratando conseguirla podido aplicar dosis
790,janssen es monodosis amiga,neutral,janssen monodosis amiga
1376,hablan de la vacuna y cada uno tiene una distinta yo pienso que es moderna si se ha puesto alguna,neutral,vacuna distinta pienso moderna puesto
1467,para sinovac esperaria pfizer y pienso que el beneficio supera al riesgo para esta tercer ola nada sustituye al uso de la mascarilla y el distanciamiento social,positive,sinovac esperaria pfizer pienso beneficio supera riesgo tercer ola sustituye mascarilla distanciamiento social
366,fuera de contexto esa persona no fallecio por estar vacunado con moderna no desinforme,positive,contexto persona fallecio vacunado moderna desinforme
1339,fui a vacunarme sin saber que vacuna me darian me entere en el lugar era astrazeneca,positive,vacunarme vacuna darian entere lugar astrazeneca
1563,por eso pienso que cuando una persona no vacuna busca guia no es positivo decir que pfizer es la mejor no es correcto hay que decirle que la que haya disponible le ayudara a combatir el virus si se contagia y de paso pues salen detalles asi eventualmente saldran mas,positive,pienso persona vacuna busca guia positivo pfizer correcto decirle disponible ayudara combatir virus contagia paso salen detalles eventualmente saldran
907,ya meses sin la segunda dosis de sinovac,negative,meses dosis sinovac
839,mi primo que sufre de sindrome de dawn por fin se decidio a vacunarse con sinovac que bueno que al fin haya tomado la decision,positive,primo sufre sindrome dawn decidio vacunarse sinovac tomado decision
228,quieren iniciar el regreso a clases aqui en cali pero ni siquiera encuentras las pfizer en la ciudad minsaludcol,negative,quieren iniciar regreso clases cali siquiera encuentras pfizer ciudad minsaludcol
417,me aplique la de janssen solo una dosis y ya,positive,aplique janssen dosis
206,gracias a nuestro sistema de salud yo tengo las dos dosis de pfizer y el refuerzo de astrazeneca y a un amigo con lupus le pusieron moderna ante el minimo riesgo que implicaba astrazeneca para el,positive,gracias sistema salud dosis pfizer refuerzo astrazeneca amigo lupus pusieron moderna minimo riesgo implicaba astrazeneca
742,saben en que sitio tienen astrazeneca disponible,neutral,sitio astrazeneca disponible
79,queja sectorsalud minsaludcol a diario recalcan la importancia de completar el esquema de vacunacion pero llevamos dias con mi mama buscando la da dosis de astrazeneca para ella y en puntos a los que hemos ido nos dicen que no hay que estan destinadas a ras dosis,negative,queja sectorsalud minsaludcol diario recalcan importancia completar esquema vacunacion llevamos mama buscando dosis astrazeneca puntos ido destinadas ras dosis
190,hoy me pusieron la dosis de moderna fue rapido,positive,pusieron dosis moderna rapido
492,necesito dosis de moderna nada que llegan,negative,necesito dosis moderna llegan
989,mi eps me dice que puedo vacunarme luego de tener covid meses despues de que finalice la cuarentena es eso cierto o puedo vacunarme antes en caso de poder hacerlo me pondrian una o dos dosis de moderna,neutral,eps vacunarme covid meses finalice cuarentena vacunarme caso pondrian dosis moderna
1050,tengo y me faltan dos meses para mis puedo aplicarme la vacuna de jansen,neutral,faltan meses aplicarme vacuna jansen
145,hoy por fin pude obtener mi segunda dosis de sinovac,positive,pude obtener dosis sinovac
963,dejare a la suerte cara pfizer sello moderna,positive,dejare suerte cara pfizer sello moderna
318,muchos tropiezos en el plan de vacunacion escasez de distintas dosis por todo el pais pfizer y sinovac son las menos encontradas,negative,tropiezos plan vacunacion escasez distintas dosis pais pfizer sinovac encontradas
824,unos dicen una cosa otros otra cosa es imposible poner de acuerdo a tanta gente sobre la vacunacion es mejor que regalen esas vacunas pfizer a un pais que si quiera estar vacunado,neutral,cosa cosa imposible tanta gente vacunacion regalen vacunas pfizer pais quiera vacunado
1403,me vacune el viernes reconozco que por la presion familiar me vieron tan nerviosa y cagada que me pusieron la janssen para que no volviera a por la segunda,positive,vacune viernes reconozco presion familiar vieron nerviosa cagada pusieron janssen volviera
1558,escuchando ayer a un padre que tiene a su hijo con capacidades diferentes que no aprueban la vacuna pfizer que es la unica que se puede aplicar a menores de años pienso no se puede hacer en ese caso un acuerdo con paises donde este probada,neutral,escuchando ayer padre hijo capacidades aprueban vacuna pfizer unica aplicar menores años pienso caso paises probada
1063,sus cuentos de astrazeneca a otro lado eso no sirve para nada,negative,cuentos astrazeneca sirve
596,ahora resulta que la vacuna moderna deja traumas que tal esa belleza,negative,resulta vacuna moderna deja traumas belleza
457,arriban a colombia mas de millones de dosis de astrazeneca se estaran distribuyendo en los proximos dias por todo el pais el proceso de inmunizacion no ha terminado vacunate,positive,arriban colombia millones dosis astrazeneca estaran distribuyendo proximos pais proceso inmunizacion terminado vacunate
880,por pueblo nuevo habia gente quejandose de la vacuna sinovac,negative,pueblo gente quejandose vacuna sinovac
144,caso astrazeneca si son tan seguras por que dinamarca la descarto por completo,negative,caso astrazeneca seguras dinamarca descarto completo
1386,se imaginan que hagan un nuevo orden mundial y nos reorganicen por las vacunas pa europa los de janssen asia los de sinovac pa otro los no vacunados y asi perdon yo con mal genio pienso en pendejadas para que se me pase,neutral,imaginan hagan orden mundial reorganicen vacunas europa janssen asia sinovac vacunados perdon genio pienso pendejadas pase
1314,yo no me pienso vacunar con astrazeneca porque tengo miedo a los trombos pero si son casos aislados ya pero es nociva para el cuerpo humano pero si te acabas de tomar una lata de monster una pizza y de postre tres reinas pero eso no tiene nada que ver,negative,pienso vacunar astrazeneca miedo trombos casos aislados nociva cuerpo humano acabas tomar lata monster pizza postre reinas
1525,no me pienso poner un producto de pfizer o moderna en la vida que les quede a ti y a tu marido,negative,pienso producto pfizer moderna vida quede marido
764,esas vacunas chinas sinovac son las peores cuidense,negative,vacunas chinas sinovac peores cuidense
842,muchas vacunas astrazeneca estan a punto de vencerse por favor vacunense muchachos,positive,vacunas astrazeneca punto vencerse favor vacunense muchachos
1161,lo tienen a uno esperando dosis de moderna como bobo,negative,esperando dosis moderna bobo
1438,yo pienso que esta claro que vacunarse con sinovac es mucho mejor a no vacunarse con nada el punto es que si hay informacion de que no reduce los contagios es contradictorio con politicas del gobierno tipo pase de movilidad ese es el debate de fondo,positive,pienso vacunarse sinovac vacunarse punto informacion reduce contagios contradictorio politicas gobierno tipo pase movilidad debate fondo
1031,no se que es peor si tener dos de sinovac o que me ofrescan astrazeneca como refuerzo,negative,sinovac ofrescan astrazeneca refuerzo
943,el gobierno solo anuncia que llegan vacunas de pfizer o moderna pero al parecer se las guardan para ellos no hay en ningun punto en bucaramanga,negative,gobierno anuncia llegan vacunas pfizer moderna parecer guardan ningun punto bucaramanga
592,necesitamos mas informacion sobre la vacuna sinovac toda su documentacion se encuentra en chino mandarin,negative,necesitamos informacion vacuna sinovac documentacion chino mandarin
1489,los dirigentes chinos se las traen porque al inicio se les penso culpables o negligentes por el escape del virus sars cov causante de la covid para ahora aparcer salvadores invadiendo al mundo con su vacuna sinovac que lo elimina,neutral,dirigentes chinos traen inicio penso culpables negligentes escape virus sars cov causante covid aparcer salvadores invadiendo mundo vacuna sinovac elimina
135,estudios compruban una mayor eficiencia de la vacuna sinovac,neutral,estudios compruban eficiencia vacuna sinovac
1498,tengo una tia de años se sintio malpenso que era por su edad pero no era covid pero tenia las dosis de la sinovac un dia de cama y como nueva,positive,tia años sintio malpenso edad covid tenia dosis sinovac cama
83,cuando llegaran las vacunas sinovac a ipiales,neutral,llegaran vacunas sinovac ipiales
1524,que me dejen ya que no me pienso poner la moderna me cago en mi vida o me ponen la pfizer o me voy por donde he venido,negative,dejen pienso moderna cago vida ponen pfizer venido
154,excelente vacuna la astrazeneca totalmente de acuerdo si han ocurrido casos como con todas las vacunas pero es un buen biologico toda la razon,positive,excelente vacuna astrazeneca totalmente ocurrido casos vacunas biologico razon
1433,no es que no podian conseguir todas las pfizer de una y las sinovac sirvieron para atenuar las olas a lo que hay somos hoy,neutral,podian pfizer sinovac sirvieron atenuar olas
1305,covid comunicado sobre la vacuna de astrazeneca pienso que adelantan que recomendaran la vacuna para ciertos grupos de edad y sexo,neutral,covid comunicado vacuna astrazeneca pienso adelantan recomendaran vacuna grupos edad sexo
773,no me vacuno ni con pfizer ni con sinovac con ninguna no necesito vacunas raras,negative,vacuno pfizer sinovac necesito vacunas raras
1103,mucha jaqueca esa dosis de astrazeneca muy mala esa vacuna ole,negative,jaqueca dosis astrazeneca mala vacuna ole
127,mucho cuento hermano no me pongo ni sinovac ni ninguna yo estoy bien asi,negative,cuento hermano pongo sinovac
1199,pregunta que pienso sobre el estudio que administrara a personas vacunadas con astrazeneca una dosis con una vacuna distinta a la no tendra potencia no generara evidencia no tendra aval de europa ema sin evidencia podremos recomendarla,negative,pregunta pienso estudio administrara personas vacunadas astrazeneca dosis vacuna distinta tendra potencia generara evidencia tendra aval europa ema evidencia podremos recomendarla
1430,mi madre ay ojala tengas algun dia un novio tierno y bueno porque eres como la luna tienes tu caracter pero necesitas mimos ok no se como tomar eso me comparo con la perra y a la vez pienso por que salio de la nada con eso la sinovac le pego mal,negative,madre ojala tengas algun novio tierno luna tienes caracter necesitas mimos tomar comparo perra pienso salio sinovac pego
